1,4,0
1,5,0
1,6,1
2,4,0
2,5,1
2,6,0
3,4,1
3,5,0
3,6,0
4,4,1
4,5,1
4,6,1
5,4,1
5,5,1
5,6,1
6,4,1
6,5,1
6,6,0
7,4,0
7,5,0
7,6,1
8,4,1
8,5,1
8,6,1
9,4,1
9,5,1
9,6,1
10,4,0
10,5,1
10,6,1
11,4,1
11,5,1
11,6,1
12,4,0
12,5,1
12,6,1
13,4,1
13,5,1
13,6,1
14,4,1
14,5,1
14,6,1
15,4,0
15,5,1
15,6,1
16,4,0
16,5,0
16,6,1
17,4,0
17,5,1
17,6,1
18,4,1
18,5,0
18,6,1
19,4,0
19,5,1
19,6,0
20,4,0
20,5,1
20,6,1
21,4,1
21,5,1
21,6,0
22,4,0
22,5,1
22,6,1
23,4,0
23,5,0
23,6,1
24,4,0
24,5,0
24,6,1
25,4,1
25,5,1
25,6,1
26,4,0
26,5,1
26,6,1
27,4,1
27,5,0
27,6,1
28,4,1
28,5,1
28,6,1
29,4,1
29,5,1
29,6,1
30,4,1
30,5,1
30,6,1
31,4,1
31,5,1
31,6,1
32,4,0
32,5,1
32,6,1
33,4,1
33,5,0
33,6,1
34,4,1
34,5,0
34,6,1
35,4,0
35,5,0
35,6,1
36,4,1
36,5,1
36,6,1
37,4,1
37,5,1
37,6,1
38,4,1
38,5,0
38,6,1
39,4,1
39,5,0
39,6,1
40,4,1
40,5,1
40,6,0
41,4,1
41,5,0
41,6,1
42,4,1
42,5,1
42,6,1
43,4,1
43,5,1
43,6,1
44,4,1
44,5,1
44,6,1
45,4,1
45,5,1
45,6,1
46,4,1
46,5,0
46,6,1
47,4,0
47,5,1
47,6,1
48,4,1
48,5,0
48,6,1
49,4,0
49,5,0
49,6,1
50,4,1
50,5,1
50,6,1
51,4,1
51,5,0
51,6,0
52,4,1
52,5,0
52,6,1
53,4,0
53,5,0
53,6,1
54,4,0
54,5,0
54,6,1
55,4,1
55,5,1
55,6,1
56,4,0
56,5,0
56,6,1
57,4,1
57,5,1
57,6,1
58,4,1
58,5,1
58,6,1
59,4,1
59,5,1
59,6,1
60,4,0
60,5,1
60,6,1
61,4,1
61,5,1
61,6,1
62,4,0
62,5,1
62,6,0
63,4,1
63,5,1
63,6,0
64,4,1
64,5,0
64,6,1
65,4,1
65,5,0
65,6,0
66,4,1
66,5,1
66,6,1
67,4,0
67,5,1
67,6,1
68,4,1
68,5,0
68,6,1
69,4,1
69,5,1
69,6,1
70,4,1
70,5,1
70,6,1
71,4,0
71,5,1
71,6,1
72,4,1
72,5,1
72,6,1
